question,label
추어탕 잘하는 곳 알려주세요,S-RESTAURANT O O O
역삼동 가는데 요리 먹을까,S-LOCATION O O O
대치동 잘하는 곳 궁금해,S-LOCATION O O O
청담동 잘하는 곳 먹을까,S-LOCATION O O O
도곡동 가는데 화제 곳 먹을까,S-LOCATION O O O O
신사동 잘하는 곳 궁금해요,S-LOCATION O O O
압구정동 요리 알려주세요,S-LOCATION O O
서교동 요리 궁금해,S-LOCATION O O
아현동 잘하는 곳 먹을까,S-LOCATION O O O
강서구 뭐 먹어야해,S-LOCATION O O
신수동 주변 요리 먹을까,S-LOCATION O O O
닭갈비 화제 요리 먹을까,S-RESTAURANT O O O
망원동 백숙 요리 먹을까,S-LOCATION S-RESTAURANT O O
합정동 찜닭 요리 먹을까,S-LOCATION S-RESTAURANT O O
영등포구 주변 요리 먹을까,S-LOCATION O O O
강북구 주변 요리 먹을까,S-LOCATION O O O
수제 파스타 요리 궁금해,B-RESTAURANT E-RESTAURANT O O
숯불갈비 요리 먹을까,S-RESTAURANT O O
바베큐 요리 먹을까,S-RESTAURANT O O
화덕구이 요리 궁금해요,S-RESTAURANT O O
부대찌개 요리 궁금해요,S-RESTAURANT O O
김치돼지찜 요리 궁금해,S-RESTAURANT O O
고로케 요리 궁금해,S-RESTAURANT O O
수제비 요리 먹을까,S-RESTAURANT O O
비빔국수 요리 먹을까,S-RESTAURANT O O
육개장 요리 갈까,S-RESTAURANT O O
강동 주변 요리 갈까,S-LOCATION O O O
이대 주변 요리 있을까,S-LOCATION O O O
노량진 주변 요리 먹을까,S-LOCATION O O O
강남 주변 요리 먹을까,S-LOCATION O O O
목포 주변 요리 갈까,S-LOCATION O O O
춘천 주변 요리 먹을까,S-LOCATION O O O
시흥 주변 요리 먹을까,S-LOCATION O O O
안산 맛집 먹을까,S-LOCATION O O
속초 뭐 먹을까,S-LOCATION O O
청주 맛집 갈까,S-LOCATION O O
부산 뭐 먹을까,S-LOCATION O O
강릉 주변 맛집 가볼까,S-LOCATION O O O
전주 맛집 궁금해,S-LOCATION O O
수원 주변 맛집 궁금해,S-LOCATION O O O
용인 주변 맛집 먹을까,S-LOCATION O O O
제주 서귀포 주변 뭐 먹을까,B-LOCATION E-LOCATION O O O
강원도 평택 주변 맛집 궁금해,B-LOCATION E-LOCATION O O O
해장국 화제 맛집 먹을까,S-RESTAURANT O O O
유부전골 잘하는 곳 먹을까,S-RESTAURANT O O O
족발 잘하는 곳 먹을까,S-RESTAURANT O O O
파주 담백한 족발 맛집 먹을까,S-LOCATION O O O O
대구탕 화제 맛집 먹을까,S-RESTAURANT O O O
복어탕 화제 맛집 어딘데,S-RESTAURANT O O O
쭈꾸미 화제 맛집 어딘데,S-RESTAURANT O O O
홍어 화제 맛집 먹을까,S-RESTAURANT O O O
갈비찜 잘하는 곳 추천해줘,S-RESTAURANT O O O
잡채 잘하는 곳 추천해줘,S-RESTAURANT O O O
북어 군침 맛집 추천해줘,S-RESTAURANT O O O
만두 군침 맛집 추천해줘,S-RESTAURANT O O O
굴 군침 맛집 추천해줘,S-RESTAURANT O O O
녹차 먹고싶은데 어디서 먹어,S-RESTAURANT O O O
광명 왔는데 여기 맛집 있을까 ㅎ,S-LOCATION O O O O O
인천 왔는데 담백한 맛집 먹을까 ㅎ,S-LOCATION O O O O O
대전 담백한 주변 맛집 먹을까 ㅎ,S-LOCATION O O O O O
울산 왔는데 주변 맛집 어딘데 ㅎ,S-LOCATION O O O O O
광주 왔거든 담백한 맛집 먹을까 ㅎ,S-LOCATION O O O O O
대구 왔는데 맛집 먹을까 ㅎ,S-LOCATION O O O O
부산 왔다 맛집 있을까 ㅎ,S-LOCATION O O O O
인천 짭짤한 맛집 먹을까 ㅎ,S-LOCATION O O O O
닭강정 잘하는 맛집 먹을까 ㅎ,S-RESTAURANT O O O O
순대 잘하는 맛집 어딘데 ㅎ,S-RESTAURANT O O O O
콩나물국밥 잘하는 맛집 먹을까 ㅋㅎ,S-RESTAURANT O O O O
닭볶음탕 잘하는 맛집 먹을까 ㅋㅎ,S-RESTAURANT O O O O
초밥 유명한 맛집 어딘데 ㅋㅎ,S-RESTAURANT O O O O
시래깃국 유명한 곳 추천해줘 ㅎ,S-RESTAURANT O O O O
아귀찜 유명한 곳 말해줘 ㅎ,S-RESTAURANT O O O O
서울 왔는데 여기서 맛집 소개해줘 ㅋㅎ,S-LOCATION O O O O O
여기 뭐 먹을까 ㅎ,O O O O
광명 왔는데 여기 맛집 있을까 ㅎㅎ,S-LOCATION O O O O O
인천 왔는데 담백한 맛집 먹을까 ㅎㅎ,S-LOCATION O O O O O
대전 담백한 주변 맛집 먹을까 ㅎㅎ,S-LOCATION O O O O O
울산 왔는데 주변 맛집 어딘데 ㅎㅎ,S-LOCATION O O O O O
광주 왔거든 담백한 맛집 먹을까 ㅎㅎ,S-LOCATION O O O O O
대구 왔는데 맛집 먹을까 ㅎㅎ,S-LOCATION O O O O
부산 왔다 맛집 있을까 ㅎㅎ,S-LOCATION O O O O
인천 짭짤한 맛집 먹을까 ㅋㅋ,S-LOCATION O O O O
닭강정 잘하는 맛집 먹을까 ㅋㅋ,S-RESTAURANT O O O O
순대 잘하는 맛집 어딘데 ㅋㅋ,S-RESTAURANT O O O O
콩나물국밥 잘하는 맛집 먹을까 ㅋ,S-RESTAURANT O O O O
닭볶음탕 잘하는 맛집 먹을까 ㅋ,S-RESTAURANT O O O O
초밥 유명한 맛집 어딘데 ㅋㅋㅋ,S-RESTAURANT O O O O
시래깃국 유명한 곳 추천해줘 ㅋㅋ,S-RESTAURANT O O O O
아귀찜 유명한 곳 말해줘 ㅋㅋ,S-RESTAURANT O O O O
서울 왔는데 여기서 맛집 소개해줘 ㅋ,S-LOCATION O O O O O
여기 뭐 먹을까 ㅋ,O O O O
서울 서초구 베이커리 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
서울 용산구 빵집 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 동대문구 곱창 맛집 추천해 주세요,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 서대문구 카페 알려줄래,B-LOCATION E-LOCATION S-RESTAURANT O
서울 도봉구 분식집 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
서울 성북구 삼겹살 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 양천구 횟집 추천해 주세요,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 노원구 카페 알려줄래,B-LOCATION E-LOCATION S-RESTAURANT O
서울 동작구 뷔페 알고싶어,B-LOCATION E-LOCATION S-RESTAURANT O
서울 관악구 곱창 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 강동구 중국집 어디 있니,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 관악구 라멘 맛집 어디 있니,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 영등포구 곱창 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 관악구 닭꼬치 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 동대문구 삼겹살 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 강동구 베이커리 추천해 줘,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 노원구 뷔페 알려주세요,B-LOCATION E-LOCATION S-RESTAURANT O
서울 동대문구 돈까스 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 중랑구 술집 어디 있냐,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 은평구 맥주 맛집 추천해 주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 노원구 우동 맛집 어디 있냐,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O O
서울 서초구 중국집 추천해 주세요,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 양천구 베이커리 알려줘,B-LOCATION E-LOCATION S-RESTAURANT O
서울 구로구 삼겹살 맛집 알고싶어,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
서울 강북구 술집 알려주라,B-LOCATION E-LOCATION S-RESTAURANT O
서울 강서구 중국집 추천해 주세요,B-LOCATION E-LOCATION S-RESTAURANT O O
서울 노원구 라멘 맛집 알려주라,B-LOCATION E-LOCATION B-RESTAURANT E-RESTAURANT O
진천 근처 통닭집 추천해줘,S-LOCATION O S-RESTAURANT O
해남 주변 양념 치킨 잘 하는 곳 추천,S-LOCATION O B-RESTAURANT E-RESTAURANT O O O O
안산 마라롱샤 먹거리 어디니,S-LOCATION S-RESTAURANT O O
무주 마라샹궈 먹어 배고파 해줘,S-LOCATION S-RESTAURANT O O O
평창 마라탕 잘 하는 곳 어디 있어,S-LOCATION S-RESTAURANT O O O O O
한식 먹거리 어디니,S-RESTAURANT O O
백반집 인스타 먹거리 어디니,S-RESTAURANT O O O
남서울 양식 먹고 싶은데 먹거리 있니,S-LOCATION S-RESTAURANT O O O O
남양주 근처 매운탕 먹거리 어디니,S-LOCATION O S-RESTAURANT O O
세종 만두 먹거리 어디니,S-LOCATION S-RESTAURANT O O
새우 튀김 인스타 먹거리 어디니,B-RESTAURANT E-RESTAURANT O O O
양천 왔는데 배고파,S-LOCATION O O
가평 먹거리 어디니,S-LOCATION O O
거창 잘하는 먹거리 곱창집,S-LOCATION O O S-RESTAURANT
과일 탕수육 먹어 배고프네 좀 추천,B-RESTAURANT E-RESTAURANT O O O O
창녕 찌개 식당 어딜까,S-LOCATION S-RESTAURANT O O
태안 고깃집 식당 어디 추천,S-LOCATION S-RESTAURANT O O O
고흥 꿔바로우 식당 어디,S-LOCATION S-RESTAURANT O O
화순 순두부 먹어 배고파,S-LOCATION S-RESTAURANT O O
두부 찌개 식당,B-RESTAURANT E-RESTAURANT O
어묵탕 진짜 잘하는 식당,S-RESTAURANT O O O
오뎅탕 잘하는 음식점 어디니,S-RESTAURANT O O O
거창 식당 어디니,S-RESTAURANT O O
